Transaction_ID,Timestamp,Amount,Sender_ID,Receiver_ID,Transaction_Type,Merchant_Type,Device_ID,Location,Is_Fraud,Fraud_Type,Fraud_Probability,Status
UPI_1756275914_579,2025-08-27T11:55:14.297751,15881,user5894@upi,Merchant_727@upi,UPI,Entertainment,Device_2266,"17.3878, 78.4779",False,-,0.022629414257758586,COMPLETED
Card_1756284497_601,2025-08-27T14:18:17.297751,2089,195968******5725,Merchant_811@card,Card,Travel,Device_6933,"12.9630, 77.5939",False,-,0.30346204741891514,COMPLETED
UPI_1756298638_669,2025-08-27T18:13:58.297751,2936,user2165@upi,Merchant_253@upi,UPI,Online_Retail,Device_7891,"28.6192, 77.2163",False,-,0.17095378723104698,COMPLETED
UPI_1756329069_541,2025-08-28T02:41:09.297751,3292,user2835@upi,Suspicious_3@upi,UPI,Unknown,Device_6532,"17.3850, 78.4867",True,Phishing Scam,0.48440418609271374,COMPLETED
UPI_1756339993_700,2025-08-28T05:43:13.297751,3627,user7220@upi,Merchant_755@upi,UPI,Utilities,Device_5710,"23.0141, 72.5745",False,-,0.0541952626626726,COMPLETED
Card_1756345983_862,2025-08-28T07:23:03.297751,4164,963962******3156,Merchant_316@card,Card,Travel,Device_7449,"12.9689, 77.5944",False,-,0.4864174433379543,COMPLETED
UPI_1756356543_906,2025-08-28T10:19:03.297751,909,user6873@upi,Merchant_597@upi,UPI,Food,Device_1993,"22.5766, 88.3564",False,-,0.11177120946254053,COMPLETED
UPI_1756364207_526,2025-08-28T12:26:47.297751,31285,user9054@upi,Merchant_422@upi,UPI,Utilities,Device_6852,"19.0812, 72.8828",False,-,0.16169900122366795,COMPLETED
Card_1756369427_147,2025-08-28T13:53:47.297751,93,430609******1319,Test_Merchant_24@card,Card,Unknown,Device_4013,"12.9716, 77.5946",True,Small Testing,0.7300291232917282,COMPLETED
UPI_1756371466_810,2025-08-28T14:27:46.297751,2774,user2903@upi,Merchant_478@upi,UPI,Travel,Device_9834,"19.0721, 72.8753",False,-,0.1807553266736989,COMPLETED
UPI_1756372846_774,2025-08-28T14:50:46.297751,18340,user8819@upi,Merchant_560@upi,UPI,Entertainment,Device_3982,"19.0687, 72.8795",False,-,0.3338277689268478,COMPLETED
UPI_1756377639_367,2025-08-28T16:10:39.297751,1893,user7874@upi,Merchant_620@upi,UPI,Travel,Device_4520,"17.3911, 78.4861",False,-,0.22037744191774877,COMPLETED
Card_1756380552_84,2025-08-28T16:59:12.297751,20838,418163******7545,Merchant_936@card,Card,Food,Device_2643,"28.6065, 77.2144",False,-,0.2562010600351579,COMPLETED
UPI_1756396972_828,2025-08-28T21:32:52.297751,3694,user6928@upi,Merchant_897@upi,UPI,Travel,Device_7100,"13.0772, 80.2621",False,-,0.12118115671290482,COMPLETED
UPI_1756397587_192,2025-08-28T21:43:07.297751,21091,user1004@upi,Merchant_436@upi,UPI,Food,Device_5230,"13.0829, 80.2787",False,-,0.334334301989414,COMPLETED
UPI_1756403796_660,2025-08-28T23:26:36.297751,11701,user6843@upi,Merchant_468@upi,UPI,Entertainment,Device_8695,"22.5767, 88.3727",False,-,0.023687720470273586,COMPLETED
UPI_1756422665_682,2025-08-29T04:41:05.297751,16121,user5677@upi,Merchant_278@upi,UPI,Entertainment,Device_7271,"28.6238, 77.2060",False,-,0.16788938102817982,COMPLETED
UPI_1756443650_732,2025-08-29T10:30:50.297751,3418,user4078@upi,Merchant_373@upi,UPI,Travel,Device_6369,"12.9739, 77.5849",False,-,0.06657685616663557,COMPLETED
Card_1756456142_280,2025-08-29T13:59:02.297751,939,906367******4723,Merchant_905@card,Card,Entertainment,Device_6835,"23.0142, 72.5682",False,-,0.053751017155083645,COMPLETED
UPI_1756464058_680,2025-08-29T16:10:58.297751,261,user5716@upi,Merchant_697@upi,UPI,Food,Device_3079,"19.0702, 72.8772",False,-,0.04267123448570359,COMPLETED
Card_1756475998_134,2025-08-29T19:29:58.297751,2542,731153******8389,Merchant_436@card,Card,Entertainment,Device_6131,"19.0671, 72.8827",False,-,0.05432652916178551,COMPLETED
UPI_1756479983_337,2025-08-29T20:36:23.297751,1022,user5753@upi,Merchant_840@upi,UPI,Entertainment,Device_5874,"13.0858, 80.2649",False,-,0.12544483392879457,COMPLETED
Card_1756495971_851,2025-08-30T01:02:51.297751,95775,761339******1488,Merchant_747@card,Card,Travel,Device_4426,"12.9790, 77.5961",False,-,0.25210263181853027,COMPLETED
UPI_1756500435_388,2025-08-30T02:17:15.297751,131,user6195@upi,Merchant_689@upi,UPI,Utilities,Device_9921,"23.0265, 72.5785",False,-,0.39329397283643397,COMPLETED
UPI_1756507359_74,2025-08-30T04:12:39.297751,1808,user8714@upi,Merchant_839@upi,UPI,Food,Device_8459,"18.5140, 73.8472",False,-,0.23549525878394095,COMPLETED
UPI_1756524829_714,2025-08-30T09:03:49.297751,3117,user3272@upi,Merchant_344@upi,UPI,Unknown,Unknown_Device_65,"18.5204, 73.8567",True,Data Breach,0.6956167098066324,COMPLETED
UPI_1756530366_483,2025-08-30T10:36:06.297751,4559,user4685@upi,Merchant_572@upi,UPI,Utilities,Device_8093,"19.0695, 72.8762",False,-,0.02883652840198713,COMPLETED
UPI_1756541306_516,2025-08-30T13:38:26.297751,1571,user2099@upi,Merchant_979@upi,UPI,Entertainment,Device_5855,"17.3760, 78.4813",False,-,0.09382428494718507,COMPLETED
UPI_1756542959_30,2025-08-30T14:05:59.297751,469,user8671@upi,Merchant_219@upi,UPI,Online_Retail,Device_6427,"12.9747, 77.5997",False,-,0.2505606898955519,COMPLETED
UPI_1756545955_728,2025-08-30T14:55:55.297751,20968,user6615@upi,Merchant_446@upi,UPI,Utilities,Device_4845,"28.6064, 77.2049",False,-,0.44393619819362057,COMPLETED
Card_1756546505_411,2025-08-30T15:05:05.297751,395,373671******7695,Merchant_962@card,Card,Utilities,Device_9921,"23.0144, 72.5812",False,-,0.01915532281298246,COMPLETED
Card_1756547851_449,2025-08-30T15:27:31.297751,15269,994352******2888,Merchant_726@card,Card,Travel,Device_4619,"23.0306, 72.5663",False,-,0.12420673929880445,COMPLETED
UPI_1756585511_534,2025-08-31T01:55:11.297751,1457,user8524@upi,Merchant_476@upi,UPI,Utilities,Device_7451,"23.0164, 72.5669",False,-,0.27541420058577637,COMPLETED
UPI_1756593293_653,2025-08-31T04:04:53.297751,925,user7962@upi,Merchant_475@upi,UPI,Travel,Device_2249,"22.5755, 88.3674",False,-,0.3528284646970663,COMPLETED
Card_1756594317_576,2025-08-31T04:21:57.297751,479,484787******6394,Merchant_743@card,Card,Food,Device_7794,"28.6055, 77.2057",False,-,0.15848533325659803,COMPLETED
UPI_1756594361_215,2025-08-31T04:22:41.297751,209,user4791@upi,Merchant_576@upi,UPI,Online_Retail,Device_8419,"18.5278, 73.8488",False,-,0.19207383705828188,COMPLETED
Card_1756599746_480,2025-08-31T05:52:26.297751,3699,166585******5961,Merchant_268@card,Card,Entertainment,Device_2560,"19.0694, 72.8736",False,-,0.15452311897014764,COMPLETED
UPI_1756602489_999,2025-08-31T06:38:09.297751,15723,user9351@upi,Merchant_921@upi,UPI,Entertainment,Device_7887,"18.5156, 73.8508",False,-,0.2655090577379923,COMPLETED
UPI_1756614343_883,2025-08-31T09:55:43.297751,4350,user7927@upi,Merchant_694@upi,UPI,Utilities,Device_8103,"13.0862, 80.2780",False,-,0.022504127575001788,COMPLETED
Card_1756616046_429,2025-08-31T10:24:06.297751,4641,132074******7410,Merchant_669@card,Card,Food,Device_1875,"23.0250, 72.5813",False,-,0.08297167494542947,COMPLETED
Card_1756623189_816,2025-08-31T12:23:09.297751,1829,617995******6105,Merchant_978@card,Card,Food,Device_1577,"19.0721, 72.8852",False,-,0.3086944707856407,COMPLETED
UPI_1756638012_695,2025-08-31T16:30:12.297751,4686,user3909@upi,Merchant_267@upi,UPI,Food,Device_4258,"23.0270, 72.5741",False,-,0.4643868226586114,COMPLETED
Card_1756644314_336,2025-08-31T18:15:14.297751,3468,307054******2167,Merchant_815@card,Card,Online_Retail,Device_5212,"12.9699, 77.5944",False,-,0.09525222870095652,COMPLETED
UPI_1756648171_308,2025-08-31T19:19:31.297751,1306,user7895@upi,Merchant_220@upi,UPI,Food,Device_2085,"18.5273, 73.8531",False,-,0.04760982152150089,COMPLETED
UPI_1756651526_182,2025-08-31T20:15:26.297751,17088,user8245@upi,Merchant_487@upi,UPI,Entertainment,Device_4201,"18.5150, 73.8535",False,-,0.032084387879498584,COMPLETED
UPI_1756651803_832,2025-08-31T20:20:03.297751,1718,user4639@upi,Merchant_816@upi,UPI,Travel,Device_5627,"17.3894, 78.4893",False,-,0.12098725427207642,COMPLETED
UPI_1756655922_397,2025-08-31T21:28:42.297751,1158,user6205@upi,Merchant_971@upi,UPI,Travel,Device_2141,"12.9750, 77.5866",False,-,0.04466829093450249,COMPLETED
UPI_1756659172_681,2025-08-31T22:22:52.297751,12835,user3588@upi,Merchant_669@upi,UPI,Food,Device_3103,"12.9670, 77.6005",False,-,0.15346399021145457,COMPLETED
UPI_1756673815_442,2025-09-01T02:26:55.297751,1964,user2970@upi,Merchant_440@upi,UPI,Entertainment,Device_3656,"18.5166, 73.8495",False,-,0.19470587591870075,COMPLETED
Card_1756677707_752,2025-09-01T03:31:47.297751,2161,960893******9882,Suspicious_33@card,Card,Unknown,Device_3060,"23.0225, 72.5714",True,QR Code Scam,0.851484460744454,COMPLETED
UPI_1756680149_18,2025-09-01T04:12:29.297751,3204,user7022@upi,Merchant_382@upi,UPI,Food,Device_4873,"23.0263, 72.5715",False,-,0.019999377357931537,COMPLETED
UPI_1756682071_444,2025-09-01T04:44:31.297751,1072,user9521@upi,Merchant_707@upi,UPI,Travel,Device_4769,"22.5711, 88.3541",False,-,0.27140071214404277,COMPLETED
UPI_1756690751_950,2025-09-01T07:09:11.297751,960,user8410@upi,Merchant_243@upi,UPI,Entertainment,Device_8289,"18.5180, 73.8618",False,-,0.5425574132996666,COMPLETED
Card_1756713729_181,2025-09-01T13:32:09.297751,2509,219981******7214,Merchant_202@card,Card,Travel,Device_6353,"17.3860, 78.4860",False,-,0.010182116111985398,COMPLETED
UPI_1756722459_362,2025-09-01T15:57:39.297751,5828,user4456@upi,Merchant_778@upi,UPI,Food,Device_8432,"12.9713, 77.6016",False,-,0.056477418410419936,COMPLETED
Card_1756727854_967,2025-09-01T17:27:34.297751,3189,342338******5507,Suspicious_12@card,Card,Unknown,Device_5072,"28.6139, 77.2090",True,QR Code Scam,0.359804642178398,COMPLETED
Card_1756732947_82,2025-09-01T18:52:27.297751,15950,380215******3478,Merchant_728@card,Card,Food,Device_7160,"17.3921, 78.4815",False,-,0.13399563695303715,COMPLETED
UPI_1756740402_431,2025-09-01T20:56:42.297751,480,user6819@upi,Merchant_151@upi,UPI,Entertainment,Device_1572,"23.0265, 72.5654",False,-,0.04184861244117816,COMPLETED
Card_1756741073_939,2025-09-01T21:07:53.297751,3334,624476******5890,Merchant_917@card,Card,Utilities,Device_3519,"13.0812, 80.2680",False,-,0.3428340251539035,COMPLETED
UPI_1756750048_540,2025-09-01T23:37:28.297751,6777,user7501@upi,Merchant_602@upi,UPI,Utilities,Device_5835,"28.6121, 77.2031",False,-,0.23476324946483157,COMPLETED
UPI_1756754993_721,2025-09-02T00:59:53.297751,725,user6090@upi,Merchant_578@upi,UPI,Travel,Device_9617,"18.5174, 73.8644",False,-,0.04053306707835101,COMPLETED
UPI_1756755745_290,2025-09-02T01:12:25.297751,18477,user8058@upi,Merchant_128@upi,UPI,Travel,Device_8834,"12.9760, 77.5867",False,-,0.4411592819970021,COMPLETED
Card_1756756503_152,2025-09-02T01:25:03.297751,80218,797136******9099,Merchant_102@card,Card,Food,Device_7794,"22.5709, 88.3638",False,-,0.33182417204479964,COMPLETED
Card_1756760263_114,2025-09-02T02:27:43.297751,5799,248022******4725,Merchant_568@card,Card,Travel,Device_6330,"19.0834, 72.8821",False,-,0.29929162440126034,COMPLETED
UPI_1756771251_865,2025-09-02T05:30:51.297751,2440,user7378@upi,Merchant_195@upi,UPI,Utilities,Device_6989,"12.9800, 77.6010",False,-,0.19815324630315503,COMPLETED
UPI_1756779271_815,2025-09-02T07:44:31.297751,1806,user8969@upi,Merchant_723@upi,UPI,Online_Retail,Device_2120,"28.6186, 77.2147",False,-,0.10119371238423858,COMPLETED
UPI_1756782951_146,2025-09-02T08:45:51.297751,7054,user4046@upi,Merchant_209@upi,UPI,Utilities,Device_5481,"18.5204, 73.8489",False,-,0.16160490747956327,COMPLETED
Card_1756783990_602,2025-09-02T09:03:10.297751,22734,141553******8881,Merchant_253@card,Card,Travel,Device_8834,"12.9690, 77.6035",False,-,0.23032643722073523,COMPLETED
Card_1756786266_334,2025-09-02T09:41:06.297751,794,385673******6536,Merchant_781@card,Card,Food,Device_6532,"23.0233, 72.5764",False,-,0.05836773221705025,COMPLETED
UPI_1756791786_479,2025-09-02T11:13:06.297751,1097,user8983@upi,Merchant_397@upi,UPI,Entertainment,Device_8098,"12.9793, 77.6038",False,-,0.3065681218607072,COMPLETED
Card_1756805652_44,2025-09-02T15:04:12.297751,72307,829335******3553,Merchant_392@card,Card,Unknown,Unknown_Device_58,"19.0760, 72.8777",True,Data Breach,0.7045266628497768,COMPLETED
Card_1756817332_123,2025-09-02T18:18:52.297751,438,808333******3285,Merchant_736@card,Card,Entertainment,Device_7434,"12.9624, 77.6045",False,-,0.44223138865674194,COMPLETED
Netbanking_1756828753_454,2025-09-02T21:29:13.297751,8933,ACC_53887,Merchant_635@netbanking,Netbanking,Travel,Device_9834,"19.0743, 72.8804",False,-,0.14191062319119696,COMPLETED
Card_1756836897_925,2025-09-02T23:44:57.297751,1336,235048******5228,Merchant_197@card,Card,Online_Retail,Device_1260,"13.0858, 80.2673",False,-,0.024695454618936324,COMPLETED
UPI_1756845232_725,2025-09-03T02:03:52.297751,9228,user6826@upi,Merchant_410@upi,UPI,Utilities,Device_6925,"22.5808, 88.3705",False,-,0.34220027703761496,COMPLETED
UPI_1756855667_520,2025-09-03T04:57:47.297751,8,user9074@upi,Test_Merchant_38@upi,UPI,Unknown,Device_6080,"22.5726, 88.3639",True,Small Testing,0.7858050492488193,COMPLETED
Netbanking_1756867380_72,2025-09-03T08:13:00.297751,3388,ACC_60326,Merchant_821@netbanking,Netbanking,Utilities,Device_6080,"22.5726, 88.3629",False,-,0.1011163689493438,COMPLETED
UPI_1756867468_530,2025-09-03T08:14:28.297751,4652,user7350@upi,Merchant_937@upi,UPI,Food,Device_9172,"12.9654, 77.5986",False,-,0.1844966770872054,COMPLETED
UPI_1756867492_932,2025-09-03T08:14:52.297751,1953,user1135@upi,Merchant_466@upi,UPI,Food,Device_1175,"22.5690, 88.3589",False,-,0.21600691805473554,COMPLETED
UPI_1756877932_758,2025-09-03T11:08:52.297751,15737,user8104@upi,Suspicious_11@upi,UPI,Unknown,Device_1787,"17.3850, 78.4867",True,Phishing Scam,0.7730151065945241,COMPLETED
Card_1756899503_343,2025-09-03T17:08:23.297751,4932,515688******9922,Merchant_907@card,Card,Utilities,Device_2263,"23.0215, 72.5707",False,-,0.05685617052968594,COMPLETED
UPI_1756900441_539,2025-09-03T17:24:01.297751,1106,user6615@upi,Merchant_341@upi,UPI,Entertainment,Device_4845,"28.6065, 77.2038",False,-,0.12202369433169653,COMPLETED
UPI_1756915715_639,2025-09-03T21:38:35.297751,2528,user5038@upi,Merchant_824@upi,UPI,Food,Device_7802,"23.0159, 72.5797",False,-,0.1771421776821745,COMPLETED
Card_1756926006_592,2025-09-04T00:30:06.297751,4931,346594******6847,Merchant_597@card,Card,Food,Device_9810,"23.0284, 72.5652",False,-,0.11962136296367654,COMPLETED
UPI_1756933117_156,2025-09-04T02:28:37.297751,2539,user1407@upi,Merchant_875@upi,UPI,Travel,Device_4031,"12.9676, 77.6015",False,-,0.31419828784727777,COMPLETED
UPI_1756944766_640,2025-09-04T05:42:46.297751,19577,user2879@upi,Merchant_148@upi,UPI,Entertainment,Device_1439,"12.9739, 77.6022",False,-,0.01649679351081409,COMPLETED
UPI_1756971245_931,2025-09-04T13:04:05.297751,24403,user5192@upi,Merchant_628@upi,UPI,Utilities,Device_9131,"17.3907, 78.4856",False,-,0.07216785617260808,COMPLETED
Card_1756977391_632,2025-09-04T14:46:31.297751,67172,984513******3870,Merchant_509@card,Card,Entertainment,Device_5151,"18.5128, 73.8573",False,-,0.20562139523403827,COMPLETED
Card_1756983277_858,2025-09-04T16:24:37.297751,3178,291125******7194,Merchant_496@card,Card,Utilities,Device_1286,"19.0842, 72.8832",False,-,0.024352415594624012,COMPLETED
Card_1756989474_628,2025-09-04T18:07:54.297751,3831,761118******8661,Merchant_986@card,Card,Online_Retail,Device_1420,"22.5660, 88.3610",False,-,0.32315265209406474,COMPLETED
Netbanking_1756990226_532,2025-09-04T18:20:26.297751,196,ACC_24738,Suspicious_54@netbanking,Netbanking,Unknown,Device_9386,"12.9716, 77.5946",True,QR Code Scam,0.1729718301485107,COMPLETED
UPI_1756994537_894,2025-09-04T19:32:17.297751,6,user8422@upi,Test_Merchant_45@upi,UPI,Unknown,Device_7533,"28.6139, 77.2090",True,Small Testing,0.7537413914870774,COMPLETED
UPI_1757000096_113,2025-09-04T21:04:56.297751,1126,user8658@upi,Merchant_469@upi,UPI,Food,Device_9266,"17.3849, 78.4800",False,-,0.035087909336310404,COMPLETED
UPI_1757011942_54,2025-09-05T00:22:22.297751,4004,user3908@upi,Merchant_923@upi,UPI,Online_Retail,Device_8056,"19.0795, 72.8757",False,-,0.158238621630319,COMPLETED
UPI_1757012467_850,2025-09-05T00:31:07.297751,2695,user6928@upi,Merchant_241@upi,UPI,Utilities,Device_7100,"13.0789, 80.2611",False,-,0.11705394688792897,COMPLETED
Netbanking_1757017665_513,2025-09-05T01:57:45.297751,3517,ACC_83679,Merchant_770@netbanking,Netbanking,Online_Retail,Device_8549,"17.3759, 78.4863",False,-,0.26002103430772394,COMPLETED
Card_1757028669_722,2025-09-05T05:01:09.297751,1946,428247******4372,Merchant_212@card,Card,Entertainment,Device_6870,"22.5786, 88.3622",False,-,0.040612659210122734,COMPLETED
UPI_1757028916_57,2025-09-05T05:05:16.297751,1181,user9654@upi,Merchant_518@upi,UPI,Online_Retail,Device_7502,"13.0860, 80.2721",False,-,0.24035978389400722,COMPLETED
UPI_1757038130_353,2025-09-05T07:38:50.297751,3166,user5119@upi,Merchant_352@upi,UPI,Food,Device_5632,"22.5763, 88.3732",False,-,0.3467370570092535,COMPLETED
UPI_1757041280_867,2025-09-05T08:31:20.297751,9087,user7874@upi,Merchant_190@upi,UPI,Utilities,Device_4520,"17.3930, 78.4879",False,-,0.02108398780099783,COMPLETED
Card_1757047090_564,2025-09-05T10:08:10.297751,1155,856558******6220,Merchant_336@card,Card,Food,Device_8585,"28.6113, 77.2178",False,-,0.22321937437969228,COMPLETED
UPI_1757057247_863,2025-09-05T12:57:27.297751,477,user2622@upi,Merchant_962@upi,UPI,Entertainment,Device_2263,"23.0259, 72.5788",False,-,0.219594842172091,COMPLETED
UPI_1757068758_474,2025-09-05T16:09:18.297751,4726,user9561@upi,Merchant_796@upi,UPI,Entertainment,Device_9180,"28.6152, 77.2081",False,-,0.22062240311149997,COMPLETED
Netbanking_1757068780_505,2025-09-05T16:09:40.297751,12256,ACC_52650,Merchant_119@netbanking,Netbanking,Utilities,Device_3711,"13.0819, 80.2801",False,-,0.32333966917547147,COMPLETED
UPI_1757081677_899,2025-09-05T19:44:37.297751,348,user1222@upi,Merchant_568@upi,UPI,Online_Retail,Device_4861,"18.5200, 73.8561",False,-,0.25655833636176506,COMPLETED
Card_1757091849_788,2025-09-05T22:34:09.297751,135,851179******9771,Merchant_680@card,Card,Food,Device_2445,"13.0850, 80.2661",False,-,0.17220932245981552,COMPLETED
UPI_1757093269_777,2025-09-05T22:57:49.297751,14082,user1047@upi,Merchant_600@upi,UPI,Utilities,Device_4854,"28.6183, 77.2058",False,-,0.28581129463833,COMPLETED
UPI_1757114254_253,2025-09-06T04:47:34.297751,2737,user6220@upi,Merchant_512@upi,UPI,Utilities,Device_3811,"12.9752, 77.6040",False,-,0.18888625387696262,COMPLETED
UPI_1757114375_511,2025-09-06T04:49:35.297751,3123,user8656@upi,Merchant_623@upi,UPI,Entertainment,Device_8353,"19.0706, 72.8705",False,-,0.08312037342213227,COMPLETED
Card_1757116716_495,2025-09-06T05:28:36.297751,2378,662642******2043,Merchant_553@card,Card,Food,Device_3721,"22.5646, 88.3727",False,-,0.13992452353146478,COMPLETED
Card_1757120617_55,2025-09-06T06:33:37.297751,4077,785823******1970,Merchant_631@card,Card,Food,Device_7887,"18.5270, 73.8523",False,-,0.16974588385789555,COMPLETED
UPI_1757122239_843,2025-09-06T07:00:39.297751,22502,user8658@upi,Merchant_260@upi,UPI,Online_Retail,Device_9266,"17.3838, 78.4886",False,-,0.1224257634302101,COMPLETED
UPI_1757137217_136,2025-09-06T11:10:17.297751,1540,user9731@upi,Merchant_321@upi,UPI,Online_Retail,Device_6937,"18.5220, 73.8472",False,-,0.028985912785151065,COMPLETED
UPI_1757137832_426,2025-09-06T11:20:32.297751,2499,user8313@upi,Merchant_976@upi,UPI,Entertainment,Device_9224,"13.0787, 80.2709",False,-,0.07060371575262382,COMPLETED
Netbanking_1757161373_468,2025-09-06T17:52:53.297751,609,ACC_74279,Merchant_368@netbanking,Netbanking,Utilities,Device_3619,"17.3903, 78.4915",False,-,0.21405571475880283,COMPLETED
Card_1757181642_595,2025-09-06T23:30:42.297751,1627,428888******9871,Merchant_613@card,Card,Utilities,Device_5481,"18.5148, 73.8518",False,-,0.24652967729034056,COMPLETED
Card_1757183799_66,2025-09-07T00:06:39.297751,8806,667159******7902,Merchant_725@card,Card,Entertainment,Device_4007,"18.5294, 73.8621",False,-,0.3310355331565652,COMPLETED
Card_1757185013_916,2025-09-07T00:26:53.297751,4757,966665******7285,Merchant_853@card,Card,Online_Retail,Device_9664,"13.0779, 80.2614",False,-,0.42657861364707983,COMPLETED
Card_1757185706_542,2025-09-07T00:38:26.297751,9789,454981******9900,Merchant_745@card,Card,Utilities,Device_9136,"28.6131, 77.1996",False,-,0.27832971461431166,COMPLETED
UPI_1757188571_97,2025-09-07T01:26:11.297751,892,user3920@upi,Merchant_651@upi,UPI,Travel,Device_6089,"23.0232, 72.5653",False,-,0.17528127176501623,COMPLETED
UPI_1757195203_645,2025-09-07T03:16:43.297751,2030,user1583@upi,Merchant_262@upi,UPI,Utilities,Device_6969,"13.0917, 80.2761",False,-,0.05385113043647031,COMPLETED
Card_1757203598_460,2025-09-07T05:36:38.297751,4656,582408******4723,Merchant_247@card,Card,Food,Device_7190,"19.0788, 72.8741",False,-,0.30246181224115937,COMPLETED
Card_1757205799_423,2025-09-07T06:13:19.297751,3195,515654******2851,Merchant_854@card,Card,Travel,Device_3563,"28.6145, 77.1998",False,-,0.1008696869156558,COMPLETED
UPI_1757211186_715,2025-09-07T07:43:06.297751,133,user2497@upi,Merchant_954@upi,UPI,Entertainment,Device_1420,"22.5683, 88.3563",False,-,0.10545078290698065,COMPLETED
UPI_1757226115_422,2025-09-07T11:51:55.297751,214,user3608@upi,Merchant_834@upi,UPI,Online_Retail,Device_5668,"13.0842, 80.2806",False,-,0.3045829963916014,COMPLETED
UPI_1757229448_578,2025-09-07T12:47:28.297751,2152,user8228@upi,Merchant_991@upi,UPI,Online_Retail,Device_1112,"12.9689, 77.5943",False,-,0.3355751606400464,COMPLETED
Card_1757233491_566,2025-09-07T13:54:51.297751,21061,449972******9676,Merchant_938@card,Card,Travel,Device_8683,"12.9776, 77.5901",False,-,0.016077286225595323,COMPLETED
UPI_1757252260_324,2025-09-07T19:07:40.297751,21024,user9731@upi,Merchant_544@upi,UPI,Online_Retail,Device_6937,"18.5137, 73.8654",False,-,0.14750603469799478,COMPLETED
UPI_1757252687_163,2025-09-07T19:14:47.297751,8294,user6976@upi,Merchant_280@upi,UPI,Online_Retail,Device_4227,"13.0757, 80.2746",False,-,0.44280711465855005,COMPLETED
UPI_1757253206_607,2025-09-07T19:23:26.297751,840,user3742@upi,Merchant_102@upi,UPI,Entertainment,Device_1748,"28.6085, 77.2175",False,-,0.20886472718941862,COMPLETED
Card_1757260885_586,2025-09-07T21:31:25.297751,4695,595561******4661,Merchant_507@card,Card,Entertainment,Device_6084,"28.6160, 77.2151",False,-,0.36030589091818177,COMPLETED
UPI_1757262429_780,2025-09-07T21:57:09.297751,1525,user9302@upi,Merchant_401@upi,UPI,Online_Retail,Device_5838,"23.0177, 72.5677",False,-,0.040439095287793075,COMPLETED
Card_1757265777_823,2025-09-07T22:52:57.297751,4964,441074******3731,Merchant_419@card,Card,Utilities,Device_1096,"23.0200, 72.5788",False,-,0.28163603704285634,COMPLETED
Card_1757269838_190,2025-09-08T00:00:38.297751,3348,809084******4183,Merchant_783@card,Card,Food,Device_1387,"12.9788, 77.5918",False,-,0.1590740956812721,COMPLETED
